Season,Lowest temperature (C),Sunshine duration (hours),Maximum snow depth (cm),Total snowfall (cm)
0,15.2,0,0,0
0,15.6,3,0,0
0,14.3,8.9,0,0
0,12.9,0,0,0
0,12.4,0,0,0
0,9.2,9,0,0
0,10.1,0,0,0
0,9.8,2.7,0,0
0,9,8.8,0,0
0,11.3,6.6,0,0
0,14.2,5.6,0,0
0,9.7,5.9,0,0
0,4.9,9,0,0
0,5.7,5,0,0
0,8.4,0,0,0
0,13,1.6,0,0
0,12.4,8.6,0,0
0,8.2,3.4,0,0
0,6.1,8.9,0,0
0,5.5,5,0,0
0,4.9,9.1,0,0
0,3.3,4.4,0,0
0,10.8,1.3,0,0
0,9,5.4,0,0
0,6.5,6.4,0,0
0,4.6,1.6,0,0
0,7.9,3.9,0,0
0,6,4.1,0,0
0,5.8,7.1,0,0
0,3,3.2,0,0
0,3,0.4,0,0
0,-0.4,7.5,0,0
0,-1.9,1.9,0,0
0,2,3,0,0
0,1.2,8.5,0,0
0,2,1.1,0,0
0,-1.7,8.5,0,0
0,-3.5,6.3,0,0
0,-1.3,8.3,0,0
0,2.7,7.8,0,0
0,3.4,8.5,0,0
0,5.3,1.5,0,0
0,7,4.5,0,0
0,5.7,0,0,0
0,2.7,5,0,0
0,0,5.6,0,0
0,0.9,7.9,0,0
0,3.8,0.7,0,0
0,2.4,1.4,0,0
0,1.7,0.4,0,0
0,0.5,0,7,0
0,-2.2,8.3,5,0
0,-3.9,8.5,0,0
0,-2,8.4,0,0
0,0.1,3.1,0,0
0,-1,0,5,8
0,-3.3,8.4,2,1
0,-3.9,5.9,0,0
0,-4,2.7,0,0
0,-3.6,7.3,2,2
0,-5.7,8.3,0,0
0,1.6,1.2,0,0
0,-0.1,1,0,0
0,-3.7,0,35,38
0,-3.9,5.6,35,3
0,-8,6,21,1
0,-11.2,8.2,14,3
0,-7.7,3.8,8,2
1,-1.3,4.2,4,4
1,-5.1,8.2,0,0
1,-1.1,0.6,2,2
1,-4.3,3.5,0,0
1,-3.9,0,13,15
1,-5.9,6.4,14,4
1,-9.4,8,9,3
1,-7.6,5.8,7,2
1,-7,7.4,4,4
1,-0.5,5.8,3,5
1,-0.8,0,19,21
1,-2.5,0.4,23,6
1,-6.7,7.8,15,5
1,-2,0,14,7
1,-2.3,5.5,15,12
1,-3.6,1.9,13,8
1,-4.7,0,34,24
1,-8.4,6,34,0
1,-6.9,2,29,11
1,-11.5,2.4,30,3
1,-15.1,7.8,25,3
1,-11.4,3,24,2
1,-4.8,0.3,21,5
1,-10.2,7.4,19,5
1,-6.1,0.9,29,14
1,-11.1,6.3,26,1
1,-11.8,5.1,24,3
1,-14.9,6.8,23,1
1,-10,3.2,22,1
1,-10.3,7.4,21,2
1,-13.3,7.7,21,1
1,-5.9,4.2,21,2
1,-5.4,3,22,5
1,-8.3,0,41,24
1,-4.6,0.4,51,17
1,-9.2,3.1,49,6
1,-6.2,5.2,51,3
1,-11.8,3.8,50,5
1,-16.1,6.3,47,5
1,-8.5,1.8,56,16
1,-2.4,1.5,68,22
1,-5.8,0.1,81,17
1,-10,5.4,75,0
1,-9.9,5.8,67,7
1,-10,4.7,62,2
1,-7.3,0.2,57,1
1,-7.3,1.9,58,4
1,-6.9,0,59,3
1,-8.8,6.4,58,5
1,-8.5,0,57,2
1,-12.5,6,56,3
1,-16.5,6.8,55,1
1,-3.8,2.7,57,5
1,-4.6,5.2,53,5
1,-9.1,6.1,54,3
1,-7.9,0,62,12
1,-6.3,0,73,13
1,-6.5,1.5,77,9
1,-6,1.9,76,6
1,-15.9,4.4,81,6
1,-17.3,8.5,76,2
1,-14.7,0,82,13
1,-8.3,4.3,82,2
1,-11.9,0,76,7
1,-10.7,5.4,85,14
1,-11.8,7.8,85,1
1,-13.4,0,84,7
1,-9.2,4.6,85,5
1,-9.8,2.9,89,9
1,-9.5,3.2,96,12
1,-8.3,0.2,105,13
1,-11.4,3.6,104,6
1,-17.9,8,97,0
1,-18.2,7.8,92,2
1,-3.9,6.9,92,6
1,-5.4,1.5,92,10
1,-7.1,6.3,91,4
1,-8.3,6.2,88,2
1,-9.7,0,115,31
1,-7.3,5.3,114,3
1,-6.5,8.9,101,1
1,-11,9.3,92,3
1,-8.8,8.5,87,1
1,-10.1,5.6,83,1
1,-2.4,0,98,17
1,-2.5,4.4,97,0
1,-5.1,3.4,93,0
1,-4.5,0,108,19
1,-5.5,1.1,129,30
1,-6.9,4.4,134,11
1,-7.1,0,137,11
1,-7.2,7.2,132,2
1,-12.8,5.9,122,9
1,-5.4,5.1,123,1
1,-7.2,6,120,5
1,-9.8,6.2,115,0
1,-7.9,1.2,118,6
1,-9.7,7,116,3
1,-7.3,1.6,114,2
1,-6.7,8,114,3
1,-7.9,0,126,19
1,-5.7,4.3,135,13
1,-5.7,0,150,24
1,-9.7,6.2,144,0
1,-11.2,6.8,135,0
1,-15.9,8.7,128,1
1,-0.9,0.1,122,2
1,-2.6,3,132,16
1,-6.4,5,133,2
1,-7.4,0.3,131,11
1,-2.9,2.6,132,4
1,-5.1,7.5,126,11
1,-8.4,9.3,130,6
1,-9.3,8.4,120,2
1,-8.8,2.8,123,9
1,-1.9,8.7,123,0
1,-7.8,9.5,117,2
1,-7.6,0.4,115,5
1,-6.3,7,114,1
1,-6.2,9.2,113,4
1,0.5,10.6,103,5
1,-0.2,1,92,0
0,-0.5,0.2,87,1
0,-3.8,8.8,84,0
0,-5,5,75,2
0,1.3,9,71,2
0,2.7,0,63,0
0,-1.8,8.1,59,1
0,-4.1,9.4,48,2
0,-5.6,7.9,48,10
0,-8.5,10.2,41,1
0,0.8,2.1,35,1
0,1.9,2,32,3
0,1.8,10,27,1
0,-2.1,9.7,17,0
0,-5,11.4,11,1
0,-1.1,1.8,3,1
0,0.7,0,1,0
0,2.6,5.7,0,0
0,3.7,6.9,0,0
0,3.3,0,0,0
0,2.7,7.9,0,0
0,3,3.6,0,0
0,4.2,1.7,0,0
0,-0.4,10.2,0,0
0,-2,11.8,0,0
0,0.5,8.6,0,0
0,2.2,10,0,0
0,4.4,11.1,0,0
0,2.8,9.4,0,0
0,5.1,10.7,0,0
0,6,5.2,0,0
0,7.5,0.1,0,0
0,4.4,4.3,0,0
0,3,11.8,0,0
0,2.7,11.6,0,0
0,1.4,10.5,0,0
0,1.7,11.7,0,0
0,5.8,11.8,0,0
0,4.1,11.8,0,0
0,6.3,9.8,0,0
0,4.7,11,0,0
0,6,6.6,0,0
0,9.4,10.7,0,0
0,11,1.3,0,0
0,9.4,3,0,0
0,8.4,8.5,0,0
0,8.9,2.4,0,0
0,7.7,8,0,0
0,7.4,8.9,0,0
0,5.3,8.9,0,0
0,10.3,5.3,0,0
0,8.8,9,0,0
0,8.4,2.9,0,0
0,7.9,8.5,0,0
0,8.3,9.4,0,0
0,6.9,11.3,0,0
0,7.7,11.2,0,0
0,9.3,8.9,0,0
0,14.4,6,0,0
0,11.6,3.2,0,0
0,12.2,8.7,0,0
0,11.9,3,0,0
0,10.8,4.7,0,0
0,9.4,10.7,0,0
0,13.7,7.8,0,0
0,16.4,7,0,0
0,15.3,4.9,0,0
0,14.2,9.4,0,0
0,17,8.9,0,0
0,16.3,0,0,0
0,16.3,5.9,0,0
0,15.9,0.2,0,0
0,12.9,8.3,0,0
0,10.9,11,0,0
0,14.6,3.5,0,0
0,11.9,9.6,0,0
0,15.2,6.8,0,0
0,16.7,5,0,0
0,16.3,1.8,0,0
0,17.7,2,0,0
0,16.5,1.1,0,0
0,15.7,1.6,0,0
0,15.4,1.5,0,0
0,15.8,0.8,0,0
0,14.6,1.8,0,0
0,14.6,8.1,0,0
0,17.5,0,0,0
0,16,0,0,0
0,15.6,6.3,0,0
0,14.8,5.9,0,0
0,14.4,3.1,0,0
0,13.6,8.3,0,0
0,15.6,8.1,0,0
0,15.3,11.1,0,0
0,19.1,5.2,0,0
0,18.9,6,0,0
0,17.8,4.5,0,0
0,17,1.3,0,0
0,18,7.3,0,0
0,18.3,0,0,0
0,16.4,1.4,0,0
0,15.5,8,0,0
0,15.4,10.1,0,0
0,13.1,8.4,0,0
0,18.6,1.8,0,0
0,18.4,0,0,0
0,19.3,0.6,0,0
0,20.8,3,0,0
0,19.8,0.8,0,0
0,19,0.1,0,0
0,18.9,5.7,0,0
0,19,4.4,0,0
0,18.3,6.1,0,0
0,18.5,5.7,0,0
0,18.7,5.9,0,0
0,20.1,7.3,0,0
0,18.7,3.9,0,0
0,19.1,1.8,0,0
0,18.1,9.6,0,0
0,20.2,8.3,0,0
0,18.5,9.2,0,0
0,19.4,11,0,0
0,17.7,10.9,0,0
0,19.3,9.8,0,0
0,18.2,7.7,0,0
0,19,6.6,0,0
0,18.2,9.4,0,0
0,20.4,9.7,0,0
0,19.7,8.4,0,0
0,19.4,7.6,0,0
0,19.7,8.2,0,0
0,18.9,9.4,0,0
0,19,9.9,0,0
0,18.4,11,0,0
0,17.5,11.2,0,0
0,18,6.8,0,0
0,22.5,8.1,0,0
0,19.3,9.4,0,0
0,18.1,10,0,0
0,18.9,9.7,0,0
0,18.9,11.6,0,0
0,20.6,8.6,0,0
0,20.3,11.2,0,0
0,20.1,7.6,0,0
0,21.1,0,0,0
0,17.3,9.1,0,0
0,15.9,6.5,0,0
0,19.4,9.5,0,0
0,18.7,7.3,0,0
0,19,1.6,0,0
0,15.3,10.3,0,0
0,13,7.7,0,0
0,17.8,2.4,0,0
0,16.8,9.4,0,0
0,17.5,8.5,0,0
0,17.4,0.5,0,0
0,20.3,4,0,0
0,16.9,1.8,0,0
0,14.8,4.5,0,0
0,12.5,10.3,0,0
0,11.5,5.4,0,0
0,14.4,2.7,0,0
0,15.8,0,0,0
0,16.6,6.3,0,0
0,14.7,8.6,0,0
0,12.5,8.3,0,0
0,10.7,6.5,0,0
0,15.2,0.8,0,0
0,14,3.5,0,0
0,15.6,0.3,0,0
0,15,9.3,0,0
0,15.2,0.9,0,0
0,14.4,3,0,0
0,15,1.5,0,0
0,13.5,7.1,0,0
0,11.9,6.7,0,0
0,9,9.9,0,0
0,6.7,9.5,0,0
0,11,3,0,0
0,6.3,8.6,0,0
0,5.1,7.1,0,0
0,4.5,9.7,0,0
0,11.8,4.8,0,0
0,14.9,7.3,0,0
0,12.9,5.6,0,0
0,12.9,7.7,0,0
0,11.6,0.8,0,0
0,10.1,4.2,0,0
0,8.2,5.7,0,0
0,5.3,7.7,0,0
0,7.7,7.9,0,0
0,6.8,4.7,0,0
0,2.9,6.5,0,0
0,3.8,7.1,0,0
0,5.7,5.2,0,0
0,8.9,0.3,0,0
0,12.8,0.5,0,0
0,8.4,6.1,0,0
0,4,9.6,0,0
0,3.3,4.1,0,0
0,8.4,0,0,0
0,6.9,6.8,0,0
0,9.2,0,0,0
0,9.4,1.1,0,0
0,0.7,7.7,0,0
0,-0.1,9.2,0,0
0,0,8.7,0,0
0,6.7,8.5,0,0
0,6.6,6.5,0,0
0,6.5,8.4,0,0
0,3.7,7.8,0,0
0,6.1,7.3,0,0
0,4.5,3.8,0,0
0,0.8,1.9,0,0
0,-0.5,8.8,0,0
0,-0.5,4.3,0,0
0,0.1,1.6,0,0
0,-2.6,8.7,0,0
0,-3,8.7,0,0
0,-1.1,4.6,0,0
0,-0.2,8.3,0,0
0,0.3,8.5,0,0
0,4.8,7,0,0
0,5.1,6.3,0,0
0,6.8,6.8,0,0
0,7.7,0,0,0
0,2.5,0,0,0
0,-0.1,3.7,0,0
0,0.1,7.2,0,0
0,-0.1,0,0,0
0,1.7,6.1,0,0
0,1.5,8.4,0,0
0,1.8,0,0,0
0,-0.7,2.9,0,0
0,3.1,0,0,0
0,0.5,7.1,0,0
0,-2.1,4.9,0,0
0,-3.9,8.3,0,0
0,0.5,0,0,0
0,-1.2,5.5,0,0
0,-1.5,6.3,0,0
0,-1.7,0,0,0
0,-3.3,6,0,0
0,-5.7,8.2,0,0
0,-3.7,8.2,0,0
1,-4,7.1,0,0
1,0.4,1.1,0,0
1,-2.9,6.7,1,1
1,-4.4,8,0,0
1,-3,7.5,0,0
1,-0.8,0.5,0,0
1,-4.1,1.5,0,0
1,-6.8,8,0,0
1,-6.3,8,0,0
1,-2,5.6,0,0
1,1,0,0,0
1,5.6,0.2,0,0
1,0,7.9,0,0
1,-1,1.7,0,0
1,-3.8,6.3,0,0
1,-3.4,1.5,6,6
1,-1.5,5,19,16
1,-3.6,0,10,8
1,-2.4,3,21,14
1,-6,5.6,14,2
1,-4.2,1.3,11,2
1,-3.5,0,15,9
1,-5.1,0,24,12
1,-6.6,0,41,20
1,-7.7,0,43,3
1,-6.5,0,43,10
1,-4.3,1.8,40,7
1,-4.7,0,56,17
1,-5.3,2.2,52,1
1,-6.2,2.4,47,5
1,-6,1.3,43,4
1,-3.7,3.6,40,3
1,-8.4,1.9,37,3
1,-9.1,3.1,36,5
1,-6.2,0.2,36,8
1,-6.4,5.5,39,6
1,-7.1,2.8,37,5
1,-6.7,3.9,35,2
1,-11.2,5.6,33,2
1,-15,6,32,1
1,-7.1,3.7,31,2
1,-7.5,5.2,30,1
1,-7.3,3.9,33,9
1,-5.6,0,40,11
1,-8.1,0,61,24
1,-12.7,7.6,60,3
1,-8.8,0,63,16
1,-9.8,4.8,60,1
1,-15.2,8.3,54,4
1,-18.2,7.1,49,2
1,-3.6,2.9,49,4
1,-9.9,7.5,45,2
1,-13.8,3,43,0
1,-5.9,0,42,4
1,-6.5,0,42,8
1,-7.2,3.2,42,2
1,-7.7,4.2,45,8
1,-15.9,4.1,43,4
1,-4.4,0.1,65,22
1,-7.1,3.1,60,7
1,-8.8,0,71,15
1,-14.8,5.6,66,6
1,-5.5,4,61,3
1,-8.3,3.5,58,3
1,-10.3,2.8,55,5
1,-5.9,8.1,55,5
1,-6.2,1.3,52,6
1,-2.3,2.1,51,6
1,-5.9,7.3,47,2
1,0,4.2,43,2
1,0.6,0,44,8
1,-1.9,6.5,43,2
1,-5.6,5.6,40,6
1,-10.9,7.9,39,3
1,-3.4,5.9,38,3
1,-7,2.7,52,19
1,-6.5,5.1,52,3
1,-5.6,5.3,47,2
1,-2.4,6.6,42,2
1,-3,7.3,40,1
1,-1,0,66,28
1,0,0,63,2
1,-6.9,3.2,50,7
1,-6.8,0,71,23
1,-5.4,5.4,67,2
1,-6.4,3.7,62,6
1,-9,8.2,62,3
1,-12.1,7.7,57,2
1,-4.3,7.9,56,2
1,-4,0,57,8
1,0.6,2.3,57,1
1,1.1,0.2,52,1
1,-3.6,5.2,48,3
1,-4.5,9.3,47,0
1,-4.9,6.5,45,1
1,-4.8,7,42,2
1,-5.3,0,41,0
1,-3.2,0.3,39,0
1,-1.4,2.6,34,5
1,-4.1,6.3,35,4
1,-3.8,0.4,53,25
1,-2.6,7.5,53,1
1,-7,6.1,38,0
1,-3.4,0,39,3
1,-5.7,9.1,40,2
1,-8.8,9.7,34,0
1,-1,0,32,1
1,0,7,32,0
1,-0.4,0,28,4
1,-0.4,7.5,28,1
1,0.7,0.8,23,0
1,-4.9,8.7,20,0
1,-7.4,10.4,14,0
1,-3.7,8.5,9,0
1,-2.4,8.3,3,0
1,-0.1,6.8,0,0
1,-0.2,0,0,0
1,2.3,5.6,0,0
1,1.5,5,0,0
1,-1.4,9.9,0,0
1,-4.1,6.2,0,0
0,-6.2,10.9,0,0
0,-5.1,9.9,0,0
0,0.3,8.5,0,0
0,5.7,0,0,0
0,2.1,8.4,0,0
0,-0.7,9.7,0,0
0,3.1,2.4,0,0
0,3.5,8.4,0,0
0,1,11.3,0,0
0,0.5,11.2,0,0
0,6.9,2.7,0,0
0,6.6,0,0,0
0,3.6,1.3,0,0
0,1.2,10.4,0,0
0,6.1,0,0,0
0,1.5,9.3,0,0
0,1.1,10.8,0,0
0,0.5,10.8,0,0
0,-1,11.2,0,0
0,2.3,2.1,0,0
0,0.8,10.9,0,0
0,2.8,8.9,0,0
0,9.8,7.1,0,0
0,3.2,4,0,0
0,0.3,11,0,0
0,5.4,6.6,0,0
0,3.9,7.1,0,0
0,0.2,10.9,0,0
0,4.7,11.7,0,0
0,3.4,11.2,0,0
0,6.3,11.4,0,0
0,7.5,11.5,0,0
0,6.9,11.1,0,0
0,6.1,11.5,0,0
0,10.5,6.6,0,0
0,11.8,0,0,0
0,10.6,0,0,0
0,5.8,7.4,0,0
0,4.1,11.5,0,0
0,6.7,6,0,0
0,7.7,10.1,0,0
0,4.6,11.1,0,0
0,9.7,5.4,0,0
0,9.3,0,0,0
0,4.6,10.7,0,0
0,3.2,12,0,0
0,2.6,10.9,0,0
0,7.8,10.2,0,0
0,9.9,6.7,0,0
0,12.4,0,0,0
0,11.6,1.4,0,0
0,10.7,7.6,0,0
0,8.8,10.7,0,0
0,14.6,2.8,0,0
0,14.6,1.6,0,0
0,7.3,6.7,0,0
0,4.5,10,0,0
0,9.2,5.3,0,0
0,7.1,0.1,0,0
0,4.1,10.5,0,0
0,10.6,8.2,0,0
0,10.8,5.9,0,0
0,12.6,7.7,0,0
0,11.1,5.9,0,0
0,9.2,10.4,0,0
0,8.1,9.7,0,0
0,7.3,11.7,0,0
0,11.1,7.3,0,0
0,12.7,0.1,0,0
0,12.5,1.6,0,0
0,14.5,6.5,0,0
0,13.9,4.8,0,0
0,14,2.5,0,0
0,11.6,0,0,0
0,11.3,2.4,0,0
0,11.6,8.4,0,0
0,10.1,11.4,0,0
0,10,9.3,0,0
0,9.1,7.1,0,0
0,13.1,3.5,0,0
0,16.3,6.7,0,0
0,15.4,7.7,0,0
0,16.5,2.4,0,0
0,16.5,1.6,0,0
0,16.9,0.5,0,0
0,16.9,0.4,0,0
0,16.6,5.9,0,0
0,15.9,3.2,0,0
0,15.1,0.3,0,0
0,15.1,3.3,0,0
0,17.2,0,0,0
0,14.6,2.3,0,0
0,14.6,2.7,0,0
0,12.9,3.9,0,0
0,17.4,1.1,0,0
0,17.4,1,0,0
0,18.4,3.9,0,0
0,17.5,0.1,0,0
0,17.5,0,0,0
0,16.1,10.4,0,0
0,18.1,2.5,0,0
0,18.9,0.4,0,0
0,18.2,4.2,0,0
0,19,0.1,0,0
0,11.9,2.6,0,0
0,10.1,10.3,0,0
0,12.9,10.3,0,0
0,13.6,6.5,0,0
0,17.7,6,0,0
0,19.5,4.7,0,0
0,18.6,5.9,0,0
0,18,6.5,0,0
0,16.2,6.9,0,0
0,16.1,10.6,0,0
0,17.8,10.3,0,0
0,19.4,10.5,0,0
0,18.5,11.4,0,0
0,17.9,11.4,0,0
0,18.1,10.9,0,0
0,19.1,10.4,0,0
0,17.3,10.5,0,0
0,18.1,11.4,0,0
0,19.5,10.5,0,0
0,19.5,9.1,0,0
0,19.1,11.2,0,0
0,20.8,10.6,0,0
0,21.6,8.9,0,0
0,21.4,4.1,0,0
0,20.6,1,0,0
0,20.9,9.2,0,0
0,19.5,8.9,0,0
0,20.8,7.9,0,0
0,20.2,4.7,0,0
0,19.9,3.1,0,0
0,20.1,7.5,0,0
0,20,11.3,0,0
0,19.1,11.1,0,0
0,21.5,9,0,0
0,20.4,8.3,0,0
0,19.6,8.7,0,0
0,20.6,7,0,0
0,20.4,9.1,0,0
0,18.7,9.5,0,0
0,19.1,11,0,0
0,17.3,10.4,0,0
0,15.4,9.9,0,0
0,18.3,8.1,0,0
0,18.6,10.2,0,0
0,18.4,7.4,0,0
0,19,9.1,0,0
0,20.2,8.7,0,0
0,21.8,7.6,0,0
0,18.4,7.7,0,0
0,20.7,3.9,0,0
0,19.6,8.8,0,0
0,18.5,10,0,0
0,17.9,8.4,0,0
0,17.7,8.4,0,0
0,15.6,10.7,0,0
0,17.3,6,0,0
0,13.4,9.7,0,0
0,12.6,9.6,0,0
0,16.2,2.1,0,0
0,17.6,0.3,0,0
0,16.5,5.7,0,0
0,12.8,9.6,0,0
0,12.3,9.1,0,0
0,12.8,0,0,0
0,14.3,0,0,0
0,13.7,7.6,0,0
0,15.2,0.2,0,0
0,17.4,0,0,0
0,16.6,1.1,0,0
0,16.3,6.4,0,0
0,12.4,0,0,0
0,12.9,0,0,0
0,12.1,0,0,0
0,13.3,0.7,0,0
0,11.4,8.7,0,0
0,9.7,8.6,0,0
0,13.2,0.2,0,0
0,12.4,0,0,0
0,9.7,8,0,0
0,7.3,6.2,0,0
0,6.3,9.8,0,0
0,4.1,9.3,0,0
0,7.7,3,0,0
0,10.7,0,0,0
0,11.5,0,0,0
0,11.4,4.4,0,0
0,9.6,2.7,0,0
0,7.8,8.7,0,0
0,7.6,8.9,0,0
0,13.2,0,0,0
0,13,2.9,0,0
0,13.1,0.3,0,0
0,7,6.1,0,0
0,2.4,8.9,0,0
0,3,4.8,0,0
0,6.4,0,0,0
0,5.9,0.1,0,0
0,3.3,3.5,0,0
0,5.3,0.8,0,0
0,3.3,6,0,0
0,6.1,3.9,0,0
0,5.5,5.5,0,0
0,5.7,4.2,0,0
0,2.1,7.7,0,0
0,1.5,5.5,0,0
0,3.4,6.2,0,0
0,0.9,8.1,0,0
0,3.1,0,0,0
0,10,0.2,0,0
0,11.8,4.2,0,0
0,8.9,1.1,0,0
0,1.5,6.4,0,0
0,-1,8.7,0,0
0,-1.8,8.7,0,0
0,0.3,7.9,0,0
0,9.6,1,0,0
0,10.7,3.7,0,0
0,11.4,3.4,0,0
0,10.8,2.8,0,0
0,6,0.6,0,0
0,5,2.4,0,0
0,0.7,0,0,0
0,0.5,0.2,2,3
0,0.6,1.8,3,4
0,0.4,0,3,3
0,0.3,6.8,0,0
0,0.7,0,0,0
0,1.7,3.2,0,0
0,-1.4,2.4,0,0
0,-3.4,6.3,0,0
0,-2.2,8.3,0,0
0,-0.9,5.5,0,0
0,5.1,2.8,0,0
0,0.7,0,0,0
0,-1.4,0,14,21
0,-0.9,0,13,5
0,-4.2,8.1,6,1
0,-5.2,0,2,2
0,-1.7,1.1,0,0
0,-2.6,4,0,0
1,-5.1,3.9,0,0
1,0.5,0,0,0
1,-1.4,4.7,0,0
1,-3.4,4.9,0,0
1,1.1,6.7,0,0
1,1.4,5.2,0,0
1,1.1,0.3,0,0
1,-0.7,2,0,0
1,-3.7,3.4,5,5
1,-5.7,0,37,32
1,-5.7,4.5,27,5
1,-4.5,4,26,5
1,-4.7,7.3,28,13
1,-1.3,0,57,38
1,-6.7,1.7,58,5
1,-12.8,4.6,47,1
1,-9.6,0.4,44,7
1,-6.2,2.4,50,7
1,-7.2,0.1,50,15
1,-4.1,4.2,50,3
1,-8.2,6.2,45,4
1,-6.7,2.1,42,4
1,0.3,5.2,39,3
1,-9.3,5.8,58,25
1,-14.1,5.2,48,5
1,-4.8,2.6,43,1
1,-5.1,4.1,39,5
1,-10.4,7.8,39,4
1,-12.4,7.5,37,6
1,0.5,4.3,34,4
1,-1.5,5.4,29,5
1,-5,5.7,24,2
1,-4.7,0.2,23,1
1,-10.8,5.3,23,7
1,-1.7,0,36,17
1,-6.5,0,52,19
1,-7.3,0,55,12
1,-9.6,6.4,52,2
1,-11,5.2,46,5
1,-5.1,0,50,10
1,-12.5,0.1,56,9
1,-14.3,3.1,52,3
1,-17.2,8.1,50,4
1,-17.3,1.4,73,27
1,-6.6,2.1,74,2
1,-11,8.2,64,6
1,-10.4,6.4,61,1
1,-6.6,2.4,57,4
1,-3.9,1.8,55,4
1,-13.9,8.3,52,3
1,-14.8,8,51,5
1,-5.4,4,51,3
1,-8,0,54,8
1,-7.8,2,58,10
1,-8.5,0,61,5
1,-8.4,0,58,4
1,-6.8,3.1,58,2
1,-6.9,4.6,60,6
1,-10.7,0,69,16
1,-10.1,6.2,67,3
1,-13.8,4.5,60,2
1,-5.4,2.5,57,5
1,-13.4,7,56,3
1,-15.4,1,56,3
1,-8.4,0,72,20
1,-7.5,4.3,70,0
1,-9.8,2.3,65,4
1,-10.2,6.4,64,2
1,-13.7,7.7,62,7
1,-18,7.4,61,4
1,-7.5,0.1,68,10
1,-14.8,7.6,67,2
1,-16.7,5.7,61,1
1,-10.4,6.6,61,3
1,-14.4,6.5,60,2
1,-0.3,5,58,2
1,-5.4,5.5,62,14
1,-14.6,7.5,66,7
1,-18.6,8.9,62,2
1,-13.5,0,72,17
1,-4,0.5,79,13
1,-11.5,6.5,79,2
1,-8.8,2.7,72,5
1,-10.7,8.5,70,5
1,-10.8,8.1,67,2
1,-6.4,5.3,65,2
1,-8.6,2.3,70,9
1,-9.9,8.7,69,5
1,-8,6.4,66,3
1,-10.1,3.5,84,25
1,-11.5,8,84,1
1,-15,8.2,73,3
1,-7.5,4.2,75,9
1,-10,9.4,73,1
1,-12.9,0.7,94,26
1,-7.6,7.3,94,0
1,-11.1,9.9,75,0
1,-4.9,9.3,68,0
1,-7.9,9.9,62,1
1,-2.5,0,55,3
1,-0.3,0,52,4
1,-2.7,8.3,52,4
1,-4.1,7.8,48,3
1,0.2,0,42,2
1,-0.2,4.3,42,6
1,-2.8,3.8,35,3
1,-4.3,9.1,32,3
1,-7.5,6.5,30,6
1,-0.6,0,29,7
1,-2.2,6.3,30,7
1,-3.1,7.5,27,1
1,-1.1,7.2,21,3
1,-0.8,0,36,22
1,-1.7,7.7,39,7
1,-6.9,9.1,34,4
1,-11.3,10.6,26,0
1,-3.1,10.2,22,0
1,0.1,0,17,1
1,1.2,4.5,16,0
1,-1.8,6.7,11,3
1,-1.8,4.4,0,0
0,-5.9,10.9,0,0
0,-4.7,7,0,0
0,-1.6,9.8,0,0
0,2.9,0.5,0,0
0,-0.5,6.2,0,0
0,0,0.1,0,0
0,-9.3,3.9,13,17
0,-12.4,10.7,9,1
0,-0.1,4.2,0,0
0,5.5,0.4,0,0
0,-0.8,0,0,0
0,-3.5,11.2,1,1
0,-3.2,11.4,0,0
0,1.4,10.9,0,0
0,3.9,0,0,0
0,-2.1,7.9,0,0
0,-3.8,10.7,0,0
0,3,9.3,0,0
0,6.8,0.6,0,0
0,7.1,2.9,0,0
0,8.5,1.7,0,0
0,8.9,0.2,0,0
0,6.1,10.3,0,0
0,5.3,10.6,0,0
0,5.3,11,0,0
0,9.7,2.5,0,0
0,8,5.8,0,0
0,6.7,1.2,0,0
0,2.9,10.4,0,0
0,0.4,11.7,0,0
0,7.2,5.8,0,0
0,8.6,0.4,0,0
0,7.4,3.1,0,0
0,7.9,7.8,0,0
0,5.6,8.8,0,0
0,8.4,0.7,0,0
0,8.6,9,0,0
0,7.3,11.7,0,0
0,7.2,10.6,0,0
0,5.4,9.8,0,0
0,9.4,0.3,0,0
0,5.8,10.3,0,0
0,3.5,11.1,0,0
0,10.6,0.3,0,0
0,8.3,1.6,0,0
0,7.5,4,0,0
0,6.4,9.2,0,0
0,4.9,10.5,0,0
0,10.7,3.7,0,0
0,9.9,0.2,0,0
0,7.1,7.7,0,0
0,4.2,10.6,0,0
0,3.8,10.5,0,0
0,5.2,8.3,0,0
0,4.9,9.9,0,0
0,2.5,11.1,0,0
0,0.6,11.2,0,0
0,5.8,8.8,0,0
0,13.3,2,0,0
0,12.6,0.1,0,0
0,12.7,9.9,0,0
0,12.7,8.4,0,0
0,14,8.1,0,0
0,11.6,1.1,0,0
0,10.2,11.2,0,0
0,12.5,9,0,0
0,9.6,6.4,0,0
0,12.7,4.1,0,0
0,11.9,7.5,0,0
0,10.9,4.2,0,0
0,9.2,9.3,0,0
0,6.7,11.7,0,0
0,6.4,11.7,0,0
0,8.2,11.1,0,0
0,11.6,8,0,0
0,13.2,8.3,0,0
0,14.9,1.6,0,0
0,13.5,0,0,0
0,15.3,6.4,0,0
0,14.9,1.4,0,0
0,13.2,7.8,0,0
0,13.8,0.1,0,0
0,14.1,9.6,0,0
0,15.2,1.7,0,0
0,16.4,0.1,0,0
0,17,0.1,0,0
0,12.8,4.6,0,0
0,11.8,5,0,0
0,13.5,8.6,0,0
0,16.2,0,0,0
0,16.5,0.6,0,0
