Season,Lowest temperature (C),Sunshine duration (hours),Maximum snow depth (cm),Total snowfall (cm)
0,1.9,0.8,0,0
0,1.4,0,0,0
1,-0.9,5.1,0,0
1,-1.3,0,0,0
1,-1.5,1.9,0,0
1,0.8,0.3,0,0
1,2.2,2.6,0,0
1,0.3,0,0,0
1,-0.7,0.4,0,0
1,-1.3,1.6,0,0
1,-0.8,0.1,0,0
1,-3,0.8,0,0
1,-3.4,5.4,0,0
1,-5.9,7.9,0,0
1,-2.2,0,1,1
1,-3,0,14,15
1,-3.6,0,34,25
1,-4.2,3.9,33,0
1,-5.6,1.8,22,0
1,-4.6,1.8,16,0
1,-5.4,4.5,12,2
1,-8.7,0.5,13,6
1,-9.1,0,29,20
1,-3.6,0.3,40,13
1,-10.1,2.5,36,2
1,-12.7,1.7,29,4
1,-11.9,7.1,26,3
1,-3.2,0.7,24,6
1,-3.3,0.2,27,9
1,-2.9,1.3,28,5
1,-8,6.7,24,3
1,-4.2,0,47,29
1,-5.9,0,45,1
1,-8.4,2.3,47,13
1,-7.7,0,79,37
1,-7.3,0,89,12
1,-4.9,0,105,23
1,-5,0,132,36
1,-13,2.1,127,3
1,-15.7,5.8,111,3
1,-4.2,0.2,119,27
1,-3.9,0,136,18
1,-4,0.9,124,0
1,-0.5,0,118,10
1,-3.5,5.9,107,0
1,0.6,0.2,89,0
1,-1.4,8,81,0
1,-1.7,1.6,75,4
1,0.7,0,68,7
1,-4.5,0.6,62,1
1,-7,5.7,60,2
1,-6.5,8.2,59,3
1,-9.3,7.8,59,4
1,-0.9,0,62,7
1,-2.2,0.8,61,2
1,-3.8,0,77,19
1,-4.2,0,83,7
1,-9.8,6.8,79,3
1,-13.7,0.2,80,13
1,-2,0,102,32
1,-2.9,1.7,115,29
1,-4.8,0.5,128,15
1,-5.6,0.4,120,11
1,-13.6,3.7,120,5
1,-16.1,8.2,109,2
1,-11.1,0,107,1
1,-3.6,0.6,105,1
1,-3,6.7,100,1
1,-4.4,0,95,2
1,-3.4,6.1,92,2
1,-5.4,0.3,91,8
1,-9.5,4.1,90,5
1,-5.5,0.2,93,12
1,-5.8,1.5,93,6
1,-6,1.4,116,29
1,-5.9,2.4,119,4
1,-8.6,3.7,112,2
1,-10.8,3.7,105,3
1,-7.5,6.9,103,2
1,-12.8,8.7,101,2
1,-7.7,0.1,96,3
1,-5.9,0,118,24
1,-6.1,0.8,127,9
1,-9,9.2,118,0
1,-9.4,7.9,107,4
1,0.1,2.4,104,5
1,-1.6,3.8,96,3
1,-5.4,4,93,4
1,-4.5,8.2,92,4
1,-2.7,2.6,88,1
1,-2.6,2.7,86,0
1,0.3,0,83,2
1,1,3.8,80,2
1,-3.6,4.7,74,0
1,-4.2,8.2,69,4
1,-8.2,7.8,67,1
1,-5.5,0.1,73,12
1,-0.1,3.4,72,2
1,-3.1,0.2,78,18
1,-6.1,3.8,75,6
1,-9,9.9,69,3
1,-5.6,8.1,65,4
1,-1.6,9.8,62,5
1,-2,3.2,57,3
1,-3.5,7.8,55,2
1,-5.2,8.4,51,2
1,2.5,0,46,4
1,-0.5,5.8,41,2
1,-1,7,37,3
1,-1.8,3.1,29,6
1,1.3,9.8,27,3
1,-1.2,10.1,18,2
1,-3,4.5,10,3
1,0.5,0,1,0
1,-2.7,0,15,15
1,-4.4,3.1,15,6
1,-5.3,9.8,5,1
1,-3.8,8.7,0,0
1,-1,0.3,0,0
1,-1.9,10.4,0,0
1,-1.9,1.6,0,0
1,-0.1,4.2,0,0
1,-0.9,7.3,0,0
0,2.1,10.3,0,0
0,2.1,10.3,0,0
0,1.7,10,0,0
0,1.5,9.8,0,0
0,-0.4,11,0,0
0,-1.2,3.8,0,0
0,6.2,6.3,0,0
0,3.9,10.6,0,0
0,4.1,1,0,0
0,1.5,5.9,0,0
0,1.2,7.4,0,0
0,0,0.1,0,0
0,-1.8,5,0,0
0,-0.4,8.5,0,0
0,5.3,6,0,0
0,10.9,0.3,0,0
0,3.5,0.4,0,0
0,1.5,7.3,0,0
0,-0.8,11.4,0,0
0,4.4,5.8,0,0
0,7.3,0,0,0
0,7.3,4.6,0,0
0,7.5,4.8,0,0
0,9.1,2.5,0,0
0,2.2,0,0,0
0,1.5,3.2,0,0
0,5.5,3.5,0,0
0,4.1,10.5,0,0
0,1.6,10.9,0,0
0,8.9,0,0,0
0,6.6,5.7,0,0
0,3.5,11.4,0,0
0,7.9,9.3,0,0
0,12,0.8,0,0
0,7.4,8.2,0,0
0,5.2,10.7,0,0
0,9.2,0,0,0
0,11,1.7,0,0
0,10.4,2.1,0,0
0,10.5,0,0,0
0,10.1,0,0,0
0,8,8,0,0
0,8,5.3,0,0
0,8.7,11.5,0,0
0,6.8,5.5,0,0
0,9.8,0,0,0
0,9.5,0,0,0
0,9.4,0,0,0
0,9.4,0.6,0,0
0,8.6,5.6,0,0
0,8.4,9.2,0,0
0,5.7,5.8,0,0
0,10.1,7.6,0,0
0,8.3,7.3,0,0
0,6.6,8.5,0,0
0,3.6,8.8,0,0
0,8.6,0.6,0,0
0,6.7,11,0,0
0,7.5,3.1,0,0
0,7.1,2.5,0,0
0,10.5,3.9,0,0
0,13.1,7.3,0,0
0,8.2,9.1,0,0
0,6,10.3,0,0
0,7.4,3.3,0,0
0,11.2,11.4,0,0
0,11.2,11.3,0,0
0,10.9,11.3,0,0
0,13.8,4.8,0,0
0,9.1,11.7,0,0
0,7.2,8.5,0,0
0,14.7,0.5,0,0
0,17.5,4.2,0,0
0,15.5,5.6,0,0
0,13.3,2.7,0,0
0,15.4,1.4,0,0
0,14.3,4.3,0,0
0,15,0,0,0
0,11.8,0.7,0,0
0,9.1,11.4,0,0
0,13.5,0,0,0
0,14.6,2.4,0,0
0,12.2,1,0,0
0,11.8,0,0,0
0,10.4,0.6,0,0
0,10.9,0,0,0
0,11.6,0,0,0
0,12.6,0,0,0
0,11.4,9.2,0,0
0,16.3,0.5,0,0
0,15.9,1.6,0,0
0,18.1,0,0,0
0,18,0.8,0,0
0,17.6,0.3,0,0
0,18.2,10.5,0,0
0,19.5,0,0,0
0,19.7,0.9,0,0
0,18.4,0.7,0,0
0,17.6,5.4,0,0
0,20.2,0,0,0
0,19.4,0,0,0
0,16,5.6,0,0
0,15.2,7.8,0,0
0,17.7,2.3,0,0
0,18.7,0.4,0,0
0,19.3,0,0,0
0,18.7,4.2,0,0
0,16.7,0.3,0,0
0,15.8,7.5,0,0
0,20.6,0.3,0,0
0,20.1,0.9,0,0
0,21.3,3.3,0,0
0,20.4,2.3,0,0
0,19.7,7.6,0,0
0,19.8,9.9,0,0
0,18.2,9,0,0
0,22,7.7,0,0
0,21,8.2,0,0
0,20.1,5,0,0
0,20.9,9.8,0,0
0,19.4,9,0,0
0,21.3,9.2,0,0
0,21.2,8.3,0,0
0,19.9,2.7,0,0
0,19.5,9.6,0,0
0,20.1,3.9,0,0
0,19.1,8.8,0,0
0,19.6,6.7,0,0
0,19.2,8.3,0,0
0,18.4,6.6,0,0
0,20.6,1.1,0,0
0,20.8,2.1,0,0
0,19.3,3.3,0,0
0,20.6,1.1,0,0
0,20.2,4.5,0,0
0,19.8,1.7,0,0
0,20.4,0.9,0,0
0,19.5,3.6,0,0
0,20.9,5.8,0,0
0,19.5,5.4,0,0
0,19.3,0.3,0,0
0,14,7.5,0,0
0,13.3,4.3,0,0
0,10.7,5.8,0,0
0,14.2,0.1,0,0
0,15.9,3,0,0
0,17.4,9,0,0
0,18.4,8.4,0,0
0,20.3,3.5,0,0
0,20.2,6.3,0,0
0,21.1,9.3,0,0
0,18.9,10.2,0,0
0,18.3,9.3,0,0
0,19.3,11,0,0
0,15.9,11,0,0
0,18.3,8.6,0,0
0,18.7,5.5,0,0
0,20.3,2.6,0,0
0,19,0,0,0
0,17.9,0.7,0,0
0,17.4,5,0,0
0,16,5,0,0
0,16.8,3.6,0,0
0,18.2,2.5,0,0
0,17.5,3.1,0,0
0,13.9,0.5,0,0
0,13.1,0.4,0,0
0,13.3,1.3,0,0
0,13.8,0,0,0
0,14.8,0.4,0,0
0,9.5,9.1,0,0
0,7.7,10,0,0
0,7.1,9.3,0,0
0,9.7,7.5,0,0
0,14.4,1,0,0
0,8.7,2.3,0,0
0,6,9,0,0
0,7.2,8.3,0,0
0,8,4.9,0,0
0,12.5,0.2,0,0
0,12.1,0.1,0,0
0,15,1.6,0,0
0,14,1.3,0,0
0,14.2,0,0,0
0,11.7,6.3,0,0
0,9.2,9.4,0,0
0,9.2,8.4,0,0
0,12.6,9.7,0,0
0,10.5,3,0,0
0,10.9,1.6,0,0
0,10.1,0,0,0
0,6.2,1,0,0
0,5.2,8.5,0,0
0,2.9,7.7,0,0
0,5.1,9.7,0,0
0,4.8,9.7,0,0
0,10.1,8,0,0
0,8.3,8.2,0,0
0,7.5,6.5,0,0
0,6,8,0,0
0,6.7,6.8,0,0
0,11.1,0.3,0,0
0,12.2,0,0,0
0,11.3,0,0,0
0,6.7,1.4,0,0
0,4.2,7.4,0,0
0,7.4,2.7,0,0
0,6.3,6.2,0,0
0,5.9,5.8,0,0
0,5.7,5.2,0,0
0,-0.1,0.3,0,0
0,-0.2,0.6,8,10
0,0.9,6.4,1,0
0,-1.4,8.5,0,0
0,1.6,0,0,0
0,0.4,1.8,0,0
0,-0.1,0.1,6,10
0,-0.2,0,7,3
0,-0.2,0,11,12
0,-4.7,3.1,7,3
0,-6.8,8.4,1,1
0,-2.4,1.7,0,0
0,-2.2,0.2,10,13
0,-1.2,0,12,2
0,-3.8,4.2,4,0
0,3.2,1.6,0,0
0,-0.4,1.3,0,0
0,-1.4,0,3,6
0,-2,3,1,0
0,-0.6,3.8,0,0
0,-1,7.3,0,0
0,-1.7,2.6,0,0
0,-3.4,8.2,0,0
0,-3.5,7.8,0,0
0,0.6,1.4,0,0
0,-0.5,0,0,0
0,-2.9,8.3,0,0
0,-2.1,8.2,0,0
0,4.4,0,0,0
0,-0.3,3.2,0,0
0,-1.9,0,31,31
0,-6.7,5.9,32,3
0,-9.3,6.4,15,1
0,-1.7,0.5,5,7
1,-1.5,0,2,0
1,-2.4,2.1,1,1
1,-3.1,7.6,0,0
1,0,0,0,0
1,3.4,0.1,0,0
1,-1.2,0.3,0,0
1,-1.1,1.5,0,0
1,-2,0,2,2
1,-3.1,0,22,21
1,-4.2,1.3,16,10
1,-4.1,0,34,24
1,-6.2,1.2,37,16
1,-5.3,0,36,2
1,-11.1,7.9,30,3
1,-11.9,7.8,20,1
1,-7.8,6.4,15,5
1,-5.7,0.1,8,4
1,-6.3,5.3,7,3
1,-2.2,0,4,2
1,-6.2,2.3,2,4
1,-5.7,0,5,6
1,-1.3,0,4,2
1,-2.5,0.2,4,2
1,-4,0,3,2
1,-3.3,0.4,26,24
1,-5.3,0.3,28,7
1,-6.6,0,37,9
1,-15.2,5.3,33,7
1,-7.8,0.1,42,10
1,-14.2,6.9,35,1
1,-3.9,2.7,31,4
1,-7.6,5.8,26,4
1,-11.5,1.8,34,8
1,-11.1,0,54,28
1,-5.1,0,62,14
1,-7.7,0,90,29
1,-14.2,2.4,89,1
1,-17,2.8,75,2
1,-12.3,6.9,68,1
1,-15.8,8,61,1
1,-7.5,1.8,58,1
1,-7.3,2.2,53,2
1,-7.9,1.6,50,0
1,-11.6,7.6,47,4
1,-7.7,1.6,51,10
1,-11.5,0.2,62,11
1,-17.8,5.2,58,1
1,-6.6,4.6,52,2
1,-1.7,3.4,45,1
1,-3,0.1,43,4
1,-3.8,2,42,3
1,-6.8,0,48,8
1,-8.3,3.2,45,2
1,-5.2,0,87,46
1,-5.9,0,102,19
1,-5.5,7.6,98,0
1,-5.1,6.2,83,0
1,-1.6,0,77,2
1,-3.4,1.7,70,1
1,-9.1,0,78,13
1,-7.6,2.3,83,8
1,-5,0.7,81,6
1,-12.7,4.9,80,0
1,-15.2,7.5,75,3
1,-15.9,7.5,73,1
1,-10.3,6.2,72,4
1,-12.3,5.9,70,3
1,-11.3,8.4,69,2
1,-14.2,8.7,68,6
1,-10.2,5.3,67,2
1,-0.6,0.2,66,3
1,-3.1,4.5,61,3
1,-1.2,0,57,3
1,-8.8,1.5,61,8
1,-8.3,4,57,3
1,-4.5,0,58,5
1,-5.2,7.9,58,0
1,-6.3,0,70,17
1,-6,8.3,67,3
1,-9.6,3.2,56,2
1,-9.5,9.1,53,4
1,-4,0.6,67,19
1,-5,8,66,1
1,-5.3,0,68,13
1,-1.5,0,68,0
1,-1.9,0,63,2
1,-5,6.8,63,3
1,-9.5,5.4,60,3
1,-5.1,7,60,4
1,-9.7,9.6,59,1
1,-7.2,0,59,7
1,-3,9.6,61,7
1,-4.1,0.3,61,8
1,-7.5,2.7,73,15
1,-9.9,8.1,71,1
1,-9.2,0.9,62,1
1,-0.4,0,82,20
1,-2.7,1,90,23
1,-5.4,5.7,103,14
1,-6.6,6,87,4
1,-8.6,6.1,83,0
1,-10.3,3.5,79,1
1,-7.6,9.1,76,5
1,-10.6,9.7,74,3
1,-4.2,5,71,1
1,-7,6.1,71,6
1,-0.5,4.5,70,1
1,-3.7,5.6,69,4
1,-6.8,6.5,65,4
1,-3.4,8.1,63,3
1,-5.3,8.7,59,7
1,-6.7,0,56,4
1,-7,9.4,54,2
1,-4.1,8.2,49,3
1,1.2,0.3,45,11
1,-0.4,9.7,38,1
1,-2.2,6.3,34,5
1,0.2,6.4,25,1
1,-3.5,5.2,19,1
1,-5.9,5.5,15,4
1,1.4,6.4,11,3
0,0,9.6,1,0
0,-0.8,0,0,0
0,-1.1,9.3,0,0
0,-0.8,3.2,0,0
0,0,0,0,0
0,1,9.8,0,0
0,-2.9,10,0,0
0,3.5,0,0,0
0,-1.7,0.6,0,0
0,-2.7,10.9,0,0
0,-2.7,1.5,0,0
0,5.1,0,0,0
0,2.7,9.7,0,0
0,0.9,1.9,0,0
0,4.2,1.6,0,0
0,0.8,11.1,0,0
0,2.7,11.1,0,0
0,3.3,9.4,0,0
0,5,0,0,0
0,8,0,0,0
0,1.7,1.2,0,0
0,-0.3,10.5,0,0
0,4.7,0,0,0
0,8.5,0,0,0
0,9.2,0,0,0
0,6.4,5.3,0,0
0,5.8,10,0,0
0,4.5,9.4,0,0
0,5.2,9,0,0
0,4,0,0,0
0,1.1,11.5,0,0
0,3.5,11.5,0,0
0,5.7,11.4,0,0
0,6.6,8.5,0,0
0,6.2,11.1,0,0
0,9,9,0,0
0,15.1,1.1,0,0
0,3.9,0,0,0
0,1.8,11.3,0,0
0,-0.1,8.7,0,0
0,6.7,0,0,0
0,8.6,1.9,0,0
0,11.1,8.1,0,0
0,9.3,4.7,0,0
0,11.9,0,0,0
0,8.6,5.9,0,0
0,7.3,8.6,0,0
0,11.1,0.9,0,0
0,11.7,1.9,0,0
0,11.4,2.1,0,0
0,7.5,9.9,0,0
0,4.8,10.7,0,0
0,8.9,8.2,0,0
0,7.7,10.2,0,0
0,13,3.7,0,0
0,11.9,0,0,0
0,12.5,0,0,0
0,11.1,4.4,0,0
0,13,9.9,0,0
0,15.2,8,0,0
0,13.4,0,0,0
0,10.3,3.2,0,0
0,7.9,11.2,0,0
0,6.7,11.6,0,0
0,8,1.4,0,0
0,8.3,9.9,0,0
0,9.1,9.7,0,0
0,10.7,0,0,0
0,9,9.6,0,0
0,10.1,10.1,0,0
0,15.3,1,0,0
0,14.6,0.4,0,0
0,16.5,1.7,0,0
0,15.5,0.1,0,0
0,14.3,0.1,0,0
0,14.1,0,0,0
0,15.5,0,0,0
0,16.3,0,0,0
0,16.4,0,0,0
0,17.2,0,0,0
0,16.5,1.7,0,0
0,15.3,10.3,0,0
0,13.4,1.6,0,0
0,17.5,0,0,0
0,16.9,0,0,0
0,16.5,0.8,0,0
0,15.4,0.5,0,0
0,15.2,1.4,0,0
0,15.9,4.3,0,0
0,15.6,2.3,0,0
0,15.2,6.5,0,0
0,13.6,0,0,0
0,12.1,7.9,0,0
0,13.4,0,0,0
0,16.4,1.5,0,0
0,13.3,4.9,0,0
0,17.2,0.9,0,0
0,17.2,0,0,0
0,17.9,4.4,0,0
0,16.5,1.5,0,0
0,17.8,0,0,0
0,19.2,0,0,0
0,17.8,6.4,0,0
0,16.8,0,0,0
0,14.9,0.1,0,0
0,14,7.3,0,0
0,14.2,5.3,0,0
0,14.9,4.4,0,0
0,16.8,0,0,0
0,16.7,0,0,0
0,17.5,2.6,0,0
0,17.3,2.4,0,0
0,15.7,6.5,0,0
0,16.2,0,0,0
0,16.3,1.9,0,0
0,15.9,0.4,0,0
0,13.1,4.4,0,0
0,14.7,7.6,0,0
0,16.3,3.1,0,0
0,18.2,0,0,0
0,18,2.1,0,0
0,17.5,6,0,0
0,18.5,5.4,0,0
0,20,4.1,0,0
0,17.8,9.6,0,0
0,18.9,6.3,0,0
0,20.1,2.4,0,0
0,18.7,5.4,0,0
0,21.3,2.7,0,0
0,19.8,0,0,0
0,19.1,0,0,0
0,18.8,6.7,0,0
0,20,0.5,0,0
0,17.4,0.1,0,0
0,16,5.1,0,0
0,15.3,0,0,0
0,15.2,0,0,0
0,15.3,2.7,0,0
0,17.4,0,0,0
0,18.6,0,0,0
0,18.5,0,0,0
0,18.7,8.7,0,0
0,20,1.7,0,0
0,18.5,8.3,0,0
0,17.7,9.7,0,0
0,19,5.4,0,0
0,19.3,3.8,0,0
0,19,0.1,0,0
0,17.6,6.2,0,0
0,19.9,0,0,0
0,18.9,4.2,0,0
0,17.1,0,0,0
0,16.2,0,0,0
0,18.1,1.4,0,0
0,18.7,1.8,0,0
0,19,0.1,0,0
0,17.5,8.8,0,0
0,16.9,5.8,0,0
0,17.8,0,0,0
0,16.7,7.2,0,0
0,18.2,2.6,0,0
0,17.6,7.3,0,0
0,18.7,0.5,0,0
0,19.4,3.9,0,0
0,19.8,4,0,0
0,19.8,2.7,0,0
0,16.8,8.4,0,0
0,14.8,9.4,0,0
0,14.4,6.5,0,0
0,17.4,4.6,0,0
0,18,4.1,0,0
0,16.4,0.3,0,0
0,14,0,0,0
0,9.5,0,0,0
0,6.2,9.9,0,0
0,4.1,6.7,0,0
0,11.6,0,0,0
0,12.8,0,0,0
0,13.4,4.6,0,0
0,10.1,5.3,0,0
0,9.7,6.3,0,0
0,10,5,0,0
0,8.3,8.6,0,0
0,4.8,5.5,0,0
0,7.9,1.9,0,0
0,7.4,3.2,0,0
0,4.9,1.1,0,0
0,4.3,7.3,0,0
0,6.8,0.9,0,0
0,5.6,3.6,0,0
0,7.2,1.7,0,0
0,5.3,9.7,0,0
0,3.7,8.4,0,0
0,7.4,2.2,0,0
0,11.8,0.7,0,0
0,9.5,0.2,0,0
0,8.5,0.5,0,0
0,4.4,3.5,0,0
0,2.3,4.3,0,0
0,3.6,8.3,0,0
0,5.1,7.9,0,0
0,3.5,6.3,0,0
0,1.7,7.2,0,0
0,8,0,0,0
0,9.6,0,0,0
0,4.5,5.3,0,0
0,1.3,7.5,0,0
0,-0.4,6.9,0,0
0,4.7,4.1,0,0
0,2.4,7,0,0
0,4.6,3.2,0,0
0,3.5,7.7,0,0
0,1.5,8.6,0,0
0,1.9,5.9,0,0
0,4.5,6.9,0,0
0,6.9,7.2,0,0
0,6.5,0,0,0
0,3.3,1.6,0,0
0,1.4,4.5,0,0
0,10.7,0.3,0,0
0,9.5,7.7,0,0
0,9,0.7,0,0
0,6.7,0,0,0
0,5.9,0,0,0
0,6.5,0,0,0
0,4,0.8,0,0
0,3.8,0.5,0,0
0,0.5,3.1,0,0
0,0,6.1,0,0
0,5.4,0.4,0,0
0,-1.6,5.7,0,0
0,-3,8.4,0,0
0,0.7,6.4,0,0
0,4.3,0,0,0
0,7.5,0.8,0,0
0,0.7,2.1,0,0
0,-1.1,2,0,0
0,-2.6,8.2,0,0
0,5.1,0,0,0
0,-0.4,5.5,0,0
0,-1.1,0,0,0
0,3.6,0.9,0,0
0,4.8,0.3,0,0
0,7.9,0,0,0
1,5,0,0,0
1,3.7,4.6,0,0
1,2.7,4.5,0,0
1,-0.7,0.1,0,0
1,-2.1,6.3,0,0
1,-0.5,0,0,0
1,-0.4,1.5,0,0
1,-2.3,1.1,0,0
1,-2.3,0,6,7
1,-3.8,2.8,0,0
1,-5.6,0,0,0
1,0.5,2.3,0,0
1,-2.8,4.7,0,0
1,-4.7,7,0,0
1,-5.3,6.8,4,4
1,-6.7,4.7,10,9
1,-7.9,5.3,3,4
1,-3,0.1,11,13
1,-4.2,0,43,35
1,-6.4,0,71,31
1,-10.5,6.1,79,9
1,-12.5,1.9,59,1
1,-7.1,7.8,50,3
1,-4.5,1.1,42,2
1,-8.3,7.8,37,5
1,-3,0.3,29,4
1,-5.6,0,37,12
1,-9.5,6.9,34,4
1,-10.4,2.6,30,6
1,-5.1,0,25,6
1,-4.7,0,28,6
1,-0.1,1.8,27,7
1,-1.1,4.8,24,5
1,0.2,3.4,21,2
1,-4.9,6.1,17,2
1,-4.8,6,17,1
1,-8.9,1.1,17,4
1,-9.8,6.7,48,35
1,-9.8,3,54,8
1,-12.1,7.6,46,0
1,-14,1.7,51,15
1,-5.9,5,51,4
1,-13.6,7.6,42,1
1,-4.6,1.6,54,22
1,-6.7,0.2,56,5
1,-6.1,2.7,54,6
1,-8.5,6.8,52,1
1,-9.1,1.1,48,4
1,-12.3,6.8,47,3
1,-2.1,0,58,15
1,-5.5,4.1,50,3
1,-8.6,0.3,45,2
1,-8.7,2.3,56,14
1,-7.8,0,100,45
1,-4.9,0.3,103,8
1,-12.2,1.5,102,4
1,-15.7,6.1,93,1
1,-10.5,0,89,7
1,-8.3,4.2,87,1
1,-3.8,0.9,81,4
1,-4.1,0.7,78,1
1,-9.1,8.1,75,1
1,-12,7.1,71,1
1,-9,0,75,6
1,-3,0.1,71,3
1,-4.6,0,85,18
1,-5.5,0,101,19
1,-6,0.9,101,8
1,-6,0,108,14
1,-7.5,6.2,108,5
1,-5.2,0,107,10
1,-10.3,7.9,100,2
1,-14,6.7,96,11
1,-3.1,2.6,105,9
1,-5.3,6.4,89,1
1,-4.9,4.9,85,7
1,-4.6,0,108,27
1,-8.4,6.2,107,2
1,-10.3,0.9,101,13
1,-6.4,7.7,99,1
1,-8.2,8.8,89,2
1,-6,9.2,82,4
1,-5.9,6.9,75,1
1,-2.3,5.8,71,1
1,-3.9,0,66,12
1,-11,6.5,64,0
1,-1,8.7,57,1
1,-4.9,0,73,21
1,-6.7,1.6,72,1
1,-11.4,6.8,66,1
1,-2.4,0,63,6
1,-4.9,0.5,66,11
1,-5.5,0.6,64,6
1,-7.3,6.2,62,2
1,-5.1,3.8,61,1
1,-9.6,1.7,59,1
1,-7.2,0.1,72,17
1,-10.4,0,73,5
1,-9.3,9.9,71,2
1,-7.5,6.2,64,2
1,-7.4,9.7,60,1
1,0.6,0,55,5
1,-3.2,0.1,51,2
1,-5.3,4.4,50,3
1,-1.5,8.4,47,1
1,-2.3,7.2,41,1
1,-4.3,8.5,35,1
1,-0.9,8.9,30,2
1,-4.5,0,25,9
1,-7.7,9.5,22,3
1,-6.3,0.5,19,2
1,-5.6,8.9,17,0
1,-1.4,0,19,6
1,-0.7,4.8,18,3
1,-1.7,3.8,11,0
1,0.3,2.4,6,0
1,-0.7,6.2,1,1
1,-2.4,10.7,0,0
1,-5,10.5,0,0
1,-2.7,9.1,0,0
1,1.2,1.9,0,0
1,-1.5,8.6,0,0
0,-2.4,10.8,0,0
0,1.9,1.1,0,0
0,0,0,0,0
0,-0.3,0,5,6
0,-2.8,10.8,0,0
0,-1.5,9.4,0,0
0,0.6,4.3,0,0
0,-1.2,10.1,0,0
0,-2.9,11,0,0
0,-0.5,9.5,0,0
0,3.6,3.9,0,0
0,1.9,10.8,0,0
0,5.3,7.7,0,0
0,4.9,0.4,0,0
0,2.4,9.1,0,0
0,3.8,8.7,0,0
0,3.7,8.3,0,0
0,1.5,11.1,0,0
0,7.7,0,0,0
0,8.1,5.5,0,0
0,2.4,11.6,0,0
0,6.1,11.2,0,0
0,2.6,5.1,0,0
0,0.1,2.8,0,0
0,-1.1,10.1,0,0
0,6,8.7,0,0
0,7.8,0,0,0
0,6.5,3.3,0,0
0,1.1,11.5,0,0
0,3,7.7,0,0
0,6.8,10.8,0,0
0,5.9,7.3,0,0
0,6.5,0.6,0,0
0,8,0.1,0,0
0,7.7,0,0,0
0,4.8,10.8,0,0
0,6.7,9.8,0,0
0,4.7,9.5,0,0
0,11.1,0,0,0
0,11.8,0,0,0
0,10.9,10.1,0,0
0,8.9,9.8,0,0
0,14,0,0,0
0,7.9,9.3,0,0
0,5.7,4.6,0,0
0,11.8,0,0,0
0,12.5,0,0,0
0,11.3,0,0,0
0,10.6,0,0,0
0,10.9,0,0,0
0,10.5,6.6,0,0
0,9.1,0.3,0,0
0,9.7,1.4,0,0
0,7.5,5.7,0,0
0,8.9,10.2,0,0
0,6.4,9.9,0,0
0,12.2,0.9,0,0
0,14.2,2.9,0,0
0,15.6,2.5,0,0
0,13.7,4.7,0,0
0,12.6,0,0,0
0,7.8,4.3,0,0
0,6.4,6.5,0,0
0,7.6,11.1,0,0
0,7,11.7,0,0
0,9,11.4,0,0
0,11.4,0.1,0,0
0,16.5,0.3,0,0
0,13.7,0,0,0
0,13.5,0.8,0,0
0,14.1,4.3,0,0
0,13.3,0,0,0
0,14.5,0,0,0
0,8.2,8.2,0,0
0,5.9,11.7,0,0
0,7.4,10.9,0,0
0,8.6,11.2,0,0
0,9,9.3,0,0
0,16.7,0.9,0,0
0,15.6,3.6,0,0
0,17.5,0.5,0,0
0,20.3,0,0,0
0,16.2,9.9,0,0
0,14.6,1,0,0
0,15.3,6.6,0,0
0,17.7,0,0,0
0,18.2,0.3,0,0
0,17.4,0,0,0
0,18.1,2,0,0
0,17.3,3.9,0,0
0,17.8,2.5,0,0
0,16.7,9.1,0,0
0,17.7,10.2,0,0
0,17,10.2,0,0
0,17.2,9.2,0,0
0,20.2,0.6,0,0
0,20.2,10.8,0,0
0,19.3,7.1,0,0
0,22.1,5.4,0,0
0,18.8,7.1,0,0
0,17.4,2.8,0,0
0,16,2.5,0,0
0,14.7,1.2,0,0
0,17.3,0,0,0
0,18.4,7.7,0,0
0,18.3,2.3,0,0
0,18.3,0.1,0,0
0,18.5,0,0,0
0,17.5,3.4,0,0
0,17.4,0.7,0,0
0,19.2,0.4,0,0
0,18.2,0.1,0,0
0,18,10.9,0,0
0,17.9,9.9,0,0
0,20.7,5.5,0,0
0,17.6,2.6,0,0
0,17.6,1.4,0,0
0,17.7,8.6,0,0
0,17.9,10.3,0,0
0,19.6,5.4,0,0
0,19.8,6.5,0,0
0,19.8,7.5,0,0
0,19.1,7.4,0,0
0,16.8,8.7,0,0
0,18,7.6,0,0
0,20.9,4.9,0,0
0,21.3,1.3,0,0
0,20.6,7,0,0
0,19.5,4.2,0,0
0,17.5,9.4,0,0
0,20.4,3.7,0,0
0,16.5,6,0,0
0,14.1,10.6,0,0
0,16.1,7.7,0,0
0,16.7,10.1,0,0
0,16.6,0.3,0,0
0,13,1.9,0,0
0,12.3,8.9,0,0
0,16.6,0,0,0
0,20.5,0,0,0
0,19.2,6.3,0,0
0,13.7,2.7,0,0
0,12.8,2.2,0,0
0,17,0,0,0
0,17.3,0,0,0
0,17.8,3,0,0
0,16.9,9,0,0
0,15.3,2.7,0,0
0,16.6,6.8,0,0
0,18,0.8,0,0
0,17.6,2,0,0
0,20,0.7,0,0
0,16.5,6.5,0,0
0,15.6,4.2,0,0
0,16.6,0,0,0
0,14.7,8.1,0,0
0,16.9,2,0,0
0,16.4,0,0,0
0,16.7,0.6,0,0
0,18.1,1,0,0
0,15.4,6.4,0,0
0,14.7,7.2,0,0
0,13.9,0,0,0
0,12.7,6.1,0,0
0,15.8,10,0,0
0,18.7,5.6,0,0
0,14.8,2.2,0,0
